WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_49 WT_25_51 WT_26_55 WT_27_58 WT_28_60 WT_29_63 WT_30_65 WT_31_67 WT_32_69 WT_33_71 WT_34_288 SS_1_50 SS_2_52 SS_3_53 SS_4_54 SS_5_56 SS_6_57 SS_7_59 SS_8_61 SS_9_62 SS_10_64 SS_11_66 SS_12_68 SS_13_70 SS_14_72 SS_15_289 SS_16_290 SS_17_291 SS_18_292 SS_19_293 SS_20_294 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_28_t16 TS_2_28_t16 TS_2_28_t16 TS_2_29_t24 TS_2_29_t24 TS_2_30_t36 TS_3_32_t5 TS_3_33_t6 TS_3_34_t8 TS_4_37_t8 TS_4_37_t8 TS_4_37_t8 TS_4_38_t14 TS_4_38_t14 TS_4_39_t30 TS_7_45_t8 TS_7_45_t8 TS_7_45_t8 TS_7_46_t14 TS_7_46_t14 TS_7_47_t30 TS_18_110_t5 TS_18_110_t5 TS_18_111_t6 TS_18_111_t6 TS_18_112_t7 TS_18_113_t8 TS_18_114_t9 TS_18_115_t10 TS_18_116_t11 TS_19_119_t5 TS_19_119_t5 TS_19_120_t6 TS_19_120_t6 TS_19_121_t7 TS_19_122_t8 TS_19_123_t9 TS_19_124_t10 TS_19_125_t11 TS_33_169_t14 TS_33_169_t14 TS_33_170_t30 TS_34_172_t14 TS_34_172_t14 TS_34_173_t30 TS_35_175_t0 TS_35_176_t2 TS_36_178_t0 TS_36_179_t2 TS_37_181_t2 TS_38_183_t2 TS_44_196_t0 TS_44_196_t0 TS_44_196_t0 TS_45_200_t0 TS_45_200_t0 TS_45_200_t0 TS_45_201_t2 TS_45_201_t2 TS_45_202_t4 TS_45_202_t4 TS_45_203_t6 TS_45_203_t6 TS_53_230_t0 TS_53_231_t2 TS_54_233_t2 TS_55_235_t0 TS_55_236_t2 TS_56_238_t2 TS_58_242_t0 TS_59_245_t0 TS_67_276_t0 TS_68_280_t0 TS_69_284_t0
G11 7.7344 8.94306666666667 7.08768335 7.24295835 8.3881 9.3159 7.9786 7.91016665 7.9956 7.41744165 8.09745 9.3799 10.04569335 8.7155 8.52 8.182025 7.83817776666667 7.4943 8.6448 8.15574 8.038375 7.7896111 8.32101665 7.8230333 7.6499333 7.86741666666667 8.25357 9.02 8.5334 7.63575 7.2293 10.8035 7.7618 13.6833333333333 7.6739 7.6723667 7.68961665 7.71758335 7.94513333333333 8.30828 8.42706 8.3161 8.25176 8.02448334 7.67205 7.2516 7.6233667 7.7428667 8.3261 8.7853 8.1024 7.9652 7.7733 8.07036666666667 7.7682 7.7682 7.7682 7.7682 7.35975 7.35975 7.35975 7.35975 7.60277915 7.60277915 7.60277915 8.78575 8.78575 8.50475 8.15008335 7.953575 8.8523 8.13065 8.13065 8.13065 8.1489 8.1489 12.4186667 7.7335 7.7335 7.7335 9.4346 9.4346 7.2796 8.3697 8.3697 7.7305 7.7305 8.2489 7.8438 7.4476 7.3669 7.9959 7.7488 7.7488 8.5332 8.5332 7.874 7.6748 8.1685 7.7553 7.7763 7.4482 7.4482 7.0526 7.5987 7.5987 7.2164 8.64636666666667 8.5959 7.91393333333333 8.22926666666667 7.8648111 7.63483333333333 7.7490667 7.7490667 7.7490667 9.1106 9.1106 9.1106 8.5487 8.5487 9.1121 9.1121 8.7696 8.7696 11.4926666666667 9.02526666666667 7.77673333333333 8.28814 8.87313333333333 7.31133333333333 7.80385 9.7801 9.42725 8.7788 10.73335
G12 6.993775 6.59163333333333 8.16596665 6.55618335 6.806825 6.3297 7.81678333333333 6.69509165 6.35803333333333 10.40158335 6.7888 6.7623 6.4996 6.2336 8.18134 7.282325 6.69414443333333 6.83206665 6.58365 6.29895 7.104 7.96566666666667 6.70398335 6.8052333 6.3087333 6.8229 8.05275 7.3326 7.04138666 6.2657 7.1048 6.4992 6.4570667 6.26163333333333 6.2043667 6.2341667 6.33536665 7.00801665 6.5161889 6.33672 7.64922 8.5641 7.79294 7.0983 6.1203 8.5029 8.0436 7.6827 6.61423333333333 6.4599 6.53876666666667 6.2584 6.1841 5.96136666666667 6.62085 6.62085 6.62085 6.62085 7.45715 7.45715 7.45715 7.45715 8.25777085 8.25777085 8.25777085 6.58411665 6.58411665 7.857925 7.02605 7.461975 7.89025 6.57965 6.57965 6.57965 6.6719 6.6719 6.2876667 9.14065 9.14065 9.14065 6.4383 6.4383 7.4477 6.6563 6.6563 6.4038 6.4038 6.3963 6.3711 7.0419 6.6486 6.7121 6.4182 6.4182 6.9994 6.9994 7.0703 6.3503 7.7301 6.8412 7.2608 6.6309 6.6309 6.4681 6.7362 6.7362 6.671 6.6398 6.52873333333333 6.5537 7.2432 6.60997776666667 6.40813333333333 7.8834333 7.8834333 7.8834333 6.771 6.771 6.771 6.5734 6.5734 6.7034 6.7034 6.5718 6.5718 6.58923333333333 6.33173333333333 6.70093333333333 6.99686 6.37676666666667 6.4543 6.39095 6.98645 6.321 7.06365 6.24915
G13 7.4494 9.62896666666667 8.19188335 7.68753335 7.6178 8.2555 7.30561666666667 7.66840835 8.20595 7.556425 7.42305 7.6217 7.41997335 7.2502 7.26294 8.791125 7.54194443333333 6.91735 7.42195 8.799565 7.5387 6.87322223333333 7.5544 7.5779667 7.6738 8.01141666666667 7.08602334 7.12 7.32923332 8.65335 7.1453 7.16085 8.5715333 6.99143333333333 7.8619333 7.6246667 7.72088335 7.62175 7.90324446666667 7.66288 7.00432 7.1151 6.95908 7.62590666 8.4922 7.3508 7.7247667 8.8771333 7.0556 8.0612 8.30255 7.38466666666667 7.60576666666667 7.09816666666667 7.8183 7.8183 7.8183 7.8183 7.2628 7.2628 7.2628 7.2628 7.69609585 7.69609585 7.69609585 7.95981665 7.95981665 7.174325 7.42348335 7.2696 7.35813335 8.1573 8.1573 8.1573 7.67415 7.67415 7.6620667 8.0099 8.0099 8.0099 7.2613 7.2613 7.0915 7.4435 7.4435 7.4421 7.4421 7.8192 8.0956 8.2877 7.6293 7.6328 7.6662 7.6662 7.8224 7.8224 6.8217 6.7972 6.9642 6.6753 6.7905 7.0307 7.0307 6.8703 7.0369 7.0369 7.058 7.1389 7.0734 6.90977776666667 7.03824446666667 6.94254443333333 7.19983333333333 11.938 11.938 11.938 7.3865 7.3865 7.3865 7.3978 7.3978 7.1278 7.1278 7.262 7.262 7.8587 6.92346666666667 7.23776666666667 7.24504 6.76473333333333 6.89146666666667 6.74485 6.83545 7.29375 7.03525 6.87915
G14 8.32486665 8.611 7.9551 7.88543335 8.41725 9.335 8.5266 8.36175835 8.45195 8.03005835 8.219775 8.949 8.47549335 8.6219 8.8014 8.365325 8.75003333333333 8.82246665 8.66215 8.476205 8.316575 8.4143111 9.05613335 8.6588667 8.5714667 8.55246666666667 8.52271666 8.6877 8.73944666 8.57435 8.373 8.6502 8.6152 8.57356666666667 8.6119667 8.6244333 8.6598667 8.4555 8.1517 8.45564 8.65684 8.4289 8.63604 8.46093334 8.38 8.5593 8.7379 8.6169 8.76493333333333 8.7067 8.69455 8.45546666666667 8.24633333333333 8.41153333333333 8.74698335 8.74698335 8.74698335 8.74698335 8.5151 8.5151 8.5151 8.5151 8.52427085 8.52427085 8.52427085 8.86061665 8.86061665 8.515725 8.8092 8.298925 8.50265 8.34755 8.34755 8.34755 8.3678 8.3678 8.3874667 8.675 8.675 8.675 8.6345 8.6345 8.2334 8.5217 8.5217 8.7876 8.7876 8.6349 8.5043 8.4722 8.712 8.8993 8.8744 8.8744 8.616 8.616 8.3064 8.4597 8.3805 8.3825 8.4476 8.3043 8.3043 8.5969 8.4115 8.4115 8.7312 8.6218 8.62523333333333 8.62544443333333 8.75576666666667 8.44034443333333 9.05346666666667 8.7091333 8.7091333 8.7091333 9.0964 9.0964 9.0964 8.905 8.905 8.9512 8.9512 8.7791 8.7791 8.29163333333333 8.4978 8.81473333333333 8.643 8.69283333333333 8.45133333333333 8.9782 8.87815 9.10865 8.408 8.65605
G15 9.97921665 10.2232166666667 9.24838335 9.405975 9.054375 12.012 10.0500833333333 10.12963335 10.7862833333333 9.72785 9.223725 10.195 10.46802 8.3518 10.76934 8.09695 10.7153222333333 10.61208335 10.09185 10.190945 9.40525 9.19127776666667 10.34253335 9.6651333 10.9163333 10.7276666666667 10.2899 9.6015 9.85449334 9.5103 11.094 11.4465 9.0462667 9.8663 10.0748333 10.1189333 10.10821665 9.89211665 9.92244443333333 9.71348 9.93696 11.028 9.53374 10.204005 10.8515 8.5469 9.8379333 9.68 9.5591 9.44438333333333 9.93188333333333 9.73003333333333 8.62023333333333 9.84613333333333 11.07208335 11.07208335 11.07208335 11.07208335 9.8876 9.8876 9.8876 9.8876 10.37896665 10.37896665 10.37896665 10.18215 10.18215 9.40545 9.27626665 9.674 10.3475833 10.0377 10.0377 10.0377 10.3625 10.3625 10.1819 9.25315 9.25315 9.25315 11.611 11.611 9.9662 9.0598 9.0598 8.5285 8.5285 10.406 8.6855 11.369 9.6184 10.985 9.6028 9.6028 9.8007 9.8007 10.562 9.529 11.197 8.59 7.3275 10.752 10.752 8.7968 8.7722 8.7722 10.403 9.99833333333333 9.2248 9.69072223333333 9.40522223333333 9.85507776666667 8.33716666666667 9.5270333 9.5270333 9.5270333 10.002 10.002 10.002 11.009 11.009 8.3518 8.3518 8.4686 8.4686 10.2320333333333 9.52806666666667 9.59066666666667 9.34332 11.1186666666667 9.95336666666667 9.23245 11.717 11.5145 9.3375 10.7645
G16 6.32921665 7.03845 6.64706665 6.02683335 6.5481 6.2351 8.09413333333333 6.787775 7.39133333333333 6.04869165 8.3882 8.2842 7.39343665 8.3274 7.16544 7.340575 7.54043333333333 7.53101665 6.8626 7.03543 8.189025 8.4528889 6.91701665 6.5995 6.5166 7.48966666666667 8.95063334 10.217 8.12432666 6.6651 8.1636 6.86365 6.5402 8.08823333333333 6.6266333 6.6234333 6.5176667 7.0236 6.7433889 7.1517 8.52178 7.7079 8.2466 6.882735 6.6918 6.9297 6.5506 6.3859667 6.83893333333333 7.25526666666667 6.61241666666667 6.20973333333333 6.3368 6.2703 6.87573335 6.87573335 6.87573335 6.87573335 7.393 7.393 7.393 7.393 7.210475 7.210475 7.210475 7.58453335 7.58453335 8.9912 7.58971665 8.43705 8.00438335 6.7272 6.7272 6.7272 6.62735 6.62735 8.1491667 7.715 7.715 7.715 8.822 8.822 8.2553 7.5329 7.5329 6.7136 6.7136 6.8665 8.4851 8.7956 8.9552 7.6565 6.4809 6.4809 6.833 6.833 7.1814 6.5562 7.5808 6.6422 6.8912 6.8261 6.8261 6.0432 7.9683 7.9683 6.239 9.02286666666667 9.3413 7.6996889 8.22925556666667 7.07176666666667 9.6264 7.9665667 7.9665667 7.9665667 7.6056 7.6056 7.6056 7.0462 7.0462 7.4464 7.4464 7.6101 7.6101 7.4249 6.5104 7.93723333333333 7.3774 7.49596666666667 7.5118 6.0675 10.479 8.2609 8.81565 7.58665
G17 10.40136665 10.6595 9.62713335 10.53025 10.618 8.8396 10.1046 9.2824 10.6588333333333 10.36963335 10.33465 11.187 10.26056665 10.998 10.7696 10.98825 10.5288666666667 10.83533335 10.666 10.87245 10.0941 10.5760333333333 10.64566665 11.31 11.1853333 10.5169333333333 10.5979 11.201 10.78000002 11.1225 10.557 10.486 11.2626667 10.9636666666667 11.0606667 11.2106667 11.2555 9.58258335 10.4754889 10.766 11.2792 11.343 11.0282 10.81918334 10.9255 11.535 11.194 11.4116667 10.348 10.7003333333333 10.5788333333333 10.7553333333333 9.8625 10.0678333333333 11.0875 11.0875 11.0875 11.0875 10.81075 10.81075 10.81075 10.81075 10.79831665 10.79831665 10.79831665 11.00433335 11.00433335 11.1425 10.1643 10.21645 11.484 10.447 10.447 10.447 10.502 10.502 10.4763333 9.61195 9.61195 9.61195 11.377 11.377 9.7377 11.08 11.08 10.309 10.309 10.339 9.0035 8.6684 8.9757 9.0326 10.778 10.778 9.8021 9.8021 10.718 10.534 10.784 10.713 10.758 10.175 10.175 10.5 10.602 10.602 10.444 10.852 10.8146666666667 10.5688889 10.8793333333333 10.2486444333333 9.6786 9.5138667 9.5138667 9.5138667 10.403 10.403 10.403 10.549 10.549 10.969 10.969 11.046 11.046 9.32706666666667 10.798 10.4666666666667 10.26714 9.5347 10.4383333333333 10.38 10.918 11.5305 11.272 11.005
G18 7.851875 7.7287 8.20538335 7.53503335 7.685525 8.5726 8.61621666666667 7.82580835 7.45416666666667 7.77215 7.945675 7.4252 7.90007335 7.4441 7.74352 7.59465 7.7870111 7.6119 7.76455 7.57732 7.8595 7.4428 7.82361665 7.7460333 7.5251667 7.90835 7.61937334 7.6274 7.52749334 7.4458 7.8787 7.43005 7.6736333 7.59853333333333 7.7333667 7.6471333 7.7359 7.54105 7.6145 7.85416 7.52158 7.3653 7.47864 7.56223834 7.4324 7.6449 7.8350333 7.7500667 7.48136666666667 7.47096666666667 7.50075 7.6345 7.5911 7.7498 7.52101665 7.52101665 7.52101665 7.52101665 7.20465 7.20465 7.20465 7.20465 7.77794585 7.77794585 7.77794585 7.6898 7.6898 7.7965 7.9568 7.710675 7.35528335 7.9718 7.9718 7.9718 7.6366 7.6366 7.9441333 8.43445 8.43445 8.43445 7.3752 7.3752 7.5071 7.0652 7.0652 7.9134 7.9134 8.0514 8.1355 7.5468 7.9206 7.8214 7.7835 7.7835 8.3429 8.3429 7.425 7.5518 7.5812 7.4012 7.647 7.5815 7.5815 7.1201 7.4748 7.4748 7.5218 7.6303 7.5895 7.4558889 7.76525556666667 7.45105556666667 8.611 8.5426333 8.5426333 8.5426333 7.5557 7.5557 7.5557 7.5946 7.5946 7.1039 7.1039 7.0006 7.0006 7.8986 7.55723333333333 7.3507 7.61586 7.4312 7.33946666666667 7.26535 7.66035 7.5665 7.692 7.5374
G19 7.56955835 7.93461666666667 8.50328335 7.71821665 7.848975 10.309 8.22541666666667 7.25278335 7.9061 7.694975 7.871575 8.5974 8.44186335 9.6495 9.11312 8.2464 8.49573333333333 7.65021665 7.8709 8.141125 7.594675 8.08606666666667 7.80835 7.7366333 7.9685667 8.15043333333333 7.98655666 8.8499 8.26851334 8.082 7.5377 7.7341 7.9551667 8.45843333333333 8.1639667 7.9923333 7.95235 7.96038335 8.06325556666667 7.63906 8.51044 7.6661 8.43706 8.047975 7.94795 8.1332 8.0650667 8.0261 8.8069 8.79618333333333 8.65588333333333 7.29586666666667 7.87343333333333 8.8277 7.94948335 7.94948335 7.94948335 7.94948335 7.935925 7.935925 7.935925 7.935925 7.3499125 7.3499125 7.3499125 8.34995 8.34995 7.957425 7.87378335 7.701275 7.95485 8.0906 8.0906 8.0906 7.92475 7.92475 8.2196333 9.8913 9.8913 9.8913 8.6662 8.6662 7.8488 7.6144 7.6144 7.936 7.936 8.6948 7.3381 8.0455 7.5476 8.698 8.0181 8.0181 8.4272 8.4272 8.3444 8.244 8.4511 8.3929 8.3017 9.1786 9.1786 9.0531 8.5872 8.5872 9.2017 8.23686666666667 8.59903333333333 8.84482223333333 8.06582223333333 9.18005556666667 9.79763333333333 7.4828 7.4828 7.4828 9.4782 9.4782 9.4782 8.9248 8.9248 9.6591 9.6591 9.4983 9.4983 7.29436666666667 9.07856666666667 8.3332 10.1403 10.4493333333333 9.6254 9.35785 9.11995 8.3008 8.59185 9.0427
G20 12.46375 11.9985 12.4975 12.33833335 12.05575 10.47 12.0701666666667 13.16033335 12.498 12.35483335 13.619 12.165 11.77133335 12.543 10.954 12.88875 12.7697777666667 12.495 13.5755 12.3828 13.60825 11.1867 13.6235 11.6373333 11.893 13.1178333333333 11.7284 11.596 11.78446666 11.615 13.163 11.5975 12.081 12.0943333333333 11.97 11.78 11.65583335 12.8435 12.355 12.95 11.7838 11.958 11.7846 12.74553334 11.812 11.729 12.1023333 12.082 12.024 11.8608333333333 11.7143333333333 12.4136666666667 11.5696666666667 10.7703666666667 12.65916665 12.65916665 12.65916665 12.65916665 12.69675 12.69675 12.69675 12.69675 10.52229165 10.52229165 10.52229165 12.5115 12.5115 11.29525 12.5015 13.08775 11.59933335 11.986 11.986 11.986 12.1555 12.1555 11.8376667 11.801 11.801 11.801 12.897 12.897 13.635 12.286 12.286 11.764 11.764 13.134 13.387 11.899 13.722 12.195 11.773 11.773 12.317 12.317 12.466 12.855 12.306 12.472 12.196 11.914 11.914 12.532 11.949 11.949 12.26 11.7766666666667 12.0283333333333 11.9516666666667 12.2913333333333 11.3533333333333 9.87686666666667 8.6648667 8.6648667 8.6648667 13.453 13.453 13.453 12.87 12.87 12.49 12.49 11.865 11.865 12.8043333333333 11.744 11.8706666666667 10.65058 11.922 11.8733333333333 11.373 11.8235 11.709 11.893 12.0575
G21 9.45716665 8.26736666666667 8.41018335 9.88333335 8.934275 8.2766 8.09541666666667 8.47486665 8.39383333333333 8.95025 8.393975 8.6537 8.56398335 8.2342 7.97274 8.53685 8.63502223333333 8.61828335 7.8588 8.2373 8.15825 8.17793333333333 7.7681 8.4347667 8.3335333 8.1204 8.49236334 8.093 8.17334 8.19045 8.2893 8.63925 8.5482 8.44853333333333 8.3228667 8.3840333 8.43646665 8.48571665 8.27554446666667 8.14238 8.03664 8.0032 8.27976 8.78128334 8.54395 8.7193 8.7642333 8.7571 8.14703333333333 8.19806666666667 8.07593333333333 8.92383333333333 8.62973333333333 9.2061 9.12808335 9.12808335 9.12808335 9.12808335 8.289325 8.289325 8.289325 8.289325 8.50284585 8.50284585 8.50284585 8.21283335 8.21283335 8.253375 7.7801 8.136225 8.1530667 8.25695 8.25695 8.25695 8.2415 8.2415 8.639 8.6555 8.6555 8.6555 8.4797 8.4797 8.0135 7.616 7.616 8.1063 8.1063 7.8568 8.177 8.2894 7.7583 8.7263 7.9697 7.9697 7.9246 7.9246 8.088 8.2677 8.4015 8.431 8.2703 8.1512 8.1512 8.8603 8.7232 8.7232 8.5987 8.25833333333333 8.18083333333333 8.04934443333333 8.02225553333333 8.71886666666667 8.51263333333333 8.2712333 8.2712333 8.2712333 8.5606 8.5606 8.5606 9.298 9.298 9.254 9.254 8.8875 8.8875 8.67663333333333 7.7808 7.96923333333333 7.85464 8.52263333333333 8.51386666666667 8.5808 8.9306 7.9111 8.93795 8.30745
G22 9.57180835 9.58536666666667 8.97328335 9.53238335 9.890425 9.7823 9.1083 9.236125 9.16193333333333 9.37378335 9.4587 9.8732 9.05053 9.2594 7.68858 10.1438 9.00876666666667 8.9007 8.7292 8.83434 9.024125 9.39916666666667 9.163 9.358 9.1386 8.66413333333333 9.85293334 9.4736 9.04148 8.78145 8.8983 10.173 9.6841333 8.56046666666667 9.1287667 9.3285 9.1204333 9.7945 9.01381113333333 9.21618 9.50098 9.5312 9.22224 9.11104334 9.11235 7.868 10.572 9.5863667 8.28703333333333 8.34775 8.63998333333333 9.83136666666667 10.0879666666667 10.0436666666667 9.39325 9.39325 9.39325 9.39325 8.068975 8.068975 8.068975 8.068975 9.44477915 9.44477915 9.44477915 9.75256665 9.75256665 9.44885 8.81166665 9.7109 9.22886665 8.9974 8.9974 8.9974 8.85685 8.85685 9.2837667 9.37795 9.37795 9.37795 9.6643 9.6643 8.7017 8.6515 8.6515 8.6148 8.6148 8.2862 10.242 9.666 9.8329 10.346 8.4723 8.4723 8.559 8.559 7.7173 7.9738 7.9025 8.1231 7.921 8.132 8.132 8.7182 8.9816 8.9816 8.7431 8.95213333333333 8.84343333333333 8.96844443333333 9.5271889 9.66632223333333 9.11083333333333 8.2834667 8.2834667 8.2834667 9.5412 9.5412 9.5412 9.6407 9.6407 9.8197 9.8197 10.085 10.085 9.58706666666667 7.97893333333333 8.53116666666667 9.39696 9.79343333333333 9.3392 9.0033 9.49365 9.1682 9.21575 8.71015
G23 11.894 10.25935 11.716 11.968 11.371 11.471 9.98303333333333 10.18341665 10.5405666666667 10.8458 9.7714 10.376 11.45133335 10.598 10.2316 10.52685 10.4096777666667 10.74673335 8.95255 10.970225 8.453625 9.4718111 9.08996665 10.808 11.1266667 8.82706666666667 9.53184 9.9978 10.09888666 10.9795 8.0558 11.3595 10.997 11.192 11.2593333 11.091 10.91333335 11.04416665 11.4467777666667 9.57414 10.415 9.9091 10.57948 10.26336 11.053 10.493 11.487 10.381 11.566 11.3943333333333 11.4276666666667 9.41083333333333 11.5363333333333 11.9743333333333 10.76466665 10.76466665 10.76466665 10.76466665 9.62005 9.62005 9.62005 9.62005 10.65008335 10.65008335 10.65008335 10.55466665 10.55466665 9.5434 9.75183335 9.98225 8.93695 11.5315 11.5315 11.5315 11.5315 11.5315 11.1973333 10.1662 10.1662 10.1662 9.8561 9.8561 8.1175 9.4466 9.4466 8.4094 8.4094 8.6275 8.6546 11.025 8.7324 10.857 8.9476 8.9476 8.1903 8.1903 11.346 11.707 11.101 11.784 11.537 10.785 10.785 12.421 11.305 11.305 12.579 9.91163333333333 10.5084333333333 11.5125555666667 10.9075111 11.5258889 9.6652 8.3466 8.3466 8.3466 11.236 11.236 11.236 10.844 10.844 11.413 11.413 11.333 11.333 9.58656666666667 11.4256666666667 10.3906666666667 10.47204 11.1933333333333 11.2513666666667 12.5045 11.3645 9.80345 10.7175 11.2965
G24 9.52136665 10.5286333333333 9.42041665 9.14490835 9.5758 10.696 10.13735 9.823825 9.77356666666667 9.35236665 10.149775 10.376 9.65143 9.5916 9.49946 9.942075 9.8938111 9.82268335 10.522 10.03285 10.58375 9.76194443333333 10.31635 9.781 9.8337333 10.341 10.03661334 9.6437 9.77826 9.60545 9.8396 9.54615 9.7061333 9.66786666666667 9.6262667 9.6232 9.7690333 9.97303335 9.6215 10.0617 9.6383 9.6264 9.6896 9.75810666 9.4808 9.5987 9.5638667 9.8783667 9.45103333333333 9.5551 9.4359 10.1725333333333 9.8197 9.5734 9.87156665 9.87156665 9.87156665 9.87156665 9.76545 9.76545 9.76545 9.76545 9.8578125 9.8578125 9.8578125 9.78146665 9.78146665 10.069 10.38878335 10.1864 10.08613335 9.81545 9.81545 9.81545 9.7341 9.7341 9.8066667 10.2315 10.2315 10.2315 10.161 10.161 9.9856 10.373 10.373 10.3 10.3 10.003 10.01 10.79 10.06 10.921 10.236 10.236 10.2 10.2 9.2573 9.2255 9.2038 9.2865 9.3847 9.5775 9.5775 9.3742 9.5253 9.5253 9.4399 9.76776666666667 9.5531 9.6342111 9.56133333333333 9.46922223333333 9.94723333333333 10.6773333 10.6773333 10.6773333 10.156 10.156 10.156 10.073 10.073 9.9894 9.9894 9.9032 9.9032 10.1266666666667 9.2652 9.73473333333333 9.6608 9.6096 9.40973333333333 9.19935 9.39255 10.2665 9.56695 9.64235
G25 8.43063335 8.5528 8.44225 8.02069165 8.496775 8.4042 8.86748333333333 8.32869165 8.3242 7.90310835 8.640475 8.4818 9.07823665 9.1456 8.54868 8.51985 8.8384111 8.6772 8.4531 8.91305 8.815825 8.8069111 8.32 8.1901667 8.1505333 8.8571 8.89061 9.3546 8.74544 8.37555 8.5706 8.44745 8.2854333 8.648 8.2797333 8.2097667 8.19376665 8.68666665 8.3578778 8.55928 8.6617 8.4986 8.95456 8.74075666 8.1543 8.4527 8.2764333 8.1260333 8.508 8.55006666666667 8.71688333333333 8.13863333333333 8.11003333333333 7.7037 8.16735 8.16735 8.16735 8.16735 8.5531 8.5531 8.5531 8.5531 8.63965415 8.63965415 8.63965415 8.45001665 8.45001665 9.3747 8.6301 9.03105 8.9857 8.5307 8.5307 8.5307 8.39205 8.39205 8.7580333 9.41745 9.41745 9.41745 8.2867 8.2867 8.8313 8.3536 8.3536 8.5748 8.5748 8.7273 9.0478 8.8996 9.2787 8.4789 8.7577 8.7577 8.6042 8.6042 9.7039 9.3362 10.093 8.8158 9.9039 9.2672 9.2672 8.6247 8.6544 8.6544 8.6696 9.0712 9.08163333333333 8.7516889 8.4581889 8.26354443333333 8.54033333333333 9.3503 9.3503 9.3503 8.2044 8.2044 8.2044 8.6458 8.6458 8.0254 8.0254 8.5323 8.5323 8.44296666666667 8.9987 8.69923333333333 8.7934 7.97636666666667 8.646 8.2244 8.9392 8.49295 8.96885 8.68235
G26 8.757075 9.17993333333333 8.40478335 8.81393335 9.1563 8.5177 8.92301666666667 8.806225 9.45233333333333 8.83508335 9.20455 9.9781 9.45137 10.35 10.1856 9.724875 9.68747776666667 8.62933335 9.3542 9.10692 8.838 9.55563333333333 9.36346665 9.1292667 9.1112667 9.04025 9.85968334 10.708 9.30956 9.1162 9.4714 8.97175 9.3434667 9.3726 9.1667667 9.1570667 9.06365 9.44045 8.75441113333333 9.272 10.04236 9.9022 10.08104 9.26135166 8.8922 9.6208 9.6546 9.0622 9.25533333333333 9.44538333333333 9.10186666666667 8.8943 8.88663333333333 8.46433333333333 9.1624 9.1624 9.1624 9.1624 9.451025 9.451025 9.451025 9.451025 8.91885 8.91885 8.91885 9.90303335 9.90303335 9.72925 8.91391665 10.115425 9.33266665 8.73445 8.73445 8.73445 8.539 8.539 9.8403 8.44465 8.44465 8.44465 10.789 10.789 9.0547 8.8787 8.8787 8.4071 8.4071 9.1989 9.3851 8.9809 9.1403 9.2635 8.7091 8.7091 8.8984 8.8984 9.7849 9.3462 10.291 9.6008 9.6451 9.2911 9.2911 9.088 10.048 10.048 9.0644 9.7602 10.0994 9.79096666666667 9.46490003333333 9.5175111 8.08603333333333 8.1511667 8.1511667 8.1511667 10.586 10.586 10.586 9.7877 9.7877 10.294 10.294 10.197 10.197 8.97213333333333 8.89913333333333 9.62026666666667 8.83236 10.1951666666667 9.6816 9.14605 10.625 9.5488 10.00025 9.3041
G27 9.48656665 10.23545 10.27786665 11.13525 10.429075 12 10.2454 10.41114165 10.5785333333333 11.62583335 11.40075 10.227 10.17818335 10.54 11.1682 11.2355 10.2555555666667 9.15406665 11.4975 10.2074 10.84775 10.9408889 12.25666665 10.4493333 10.359 11.401 10.2906 10.137 9.76444668 9.83465 11.667 9.6498 10.5896667 10.507 9.9747667 10.4526667 10.2573333 9.61505 10.8331111 11.2346 10.6942 11.394 10.58236 10.66681666 10.1244 10.716 10.581 10.959 9.92603333333333 10.508 9.93111666666667 10.787 10.809 10.1879 10.391 10.391 10.391 10.391 11.13625 11.13625 11.13625 11.13625 9.99555835 9.99555835 9.99555835 11.313 11.313 10.30975 11.42433335 10.71125 10.84 10.1695 10.1695 10.1695 10.1605 10.1605 10.3166667 10.043 10.043 10.043 11.919 11.919 10.483 11.149 11.149 11.66 11.66 11.8 9.7428 9.6079 9.9988 10.197 12.069 12.069 11.444 11.444 10.081 9.8819 10.306 10.307 10.046 9.6366 9.6366 10.23 10.241 10.241 10.1 10.5463333333333 10.3826666666667 10.1485 9.70205553333333 10.1638444333333 10.5937333333333 9.0162 9.0162 9.0162 10.266 10.266 10.266 10.086 10.086 10.292 10.292 10.552 10.552 11.484 10.475 9.6494 9.77766 11.1333333333333 10.5666666666667 10.5335 11.4755 11.698 10.38 10.4805
