G16	G1195	G1540	G1618	G1559	G1041	G1306	G187	G931	G824	G397	G99	G1322	G1466	G658	G992	G784	G672	G1477	G1206	G1357	G1369	G1266	G1621	G1397	G703	G1050	G949	G923	G1107	G129	G99	G120	G31	G128	G129	G126
0.2068162	0.2434139	0.1561566	0.8637366	0.1495758	0.6586290	0.6312207	0.3372308	0.6454941	0.8947018	0.6993658	0.4255621	0.2243205	0.3782791	0.0080644	0.3087142	0.1396454	0.5952625	0.8106208	0.8502558	0.3477389	0.9490012	0.1367530	0.9497146	0.6533308	1.0020349	0.7848578	0.5070676	1.0371661	0.0939809	0.7838748	0.4255621	0.4073772	0.7917732	0.8913201	0.7838748	0.5285171
0.3195223	0.1162603	0.2008181	0.7228084	0.0981997	0.5160359	0.5808952	0.4649311	0.6175325	0.8535119	0.6948755	0.3977831	0.2366383	0.4149123	0.0179712	0.3275120	0.1924407	0.8617893	0.8891133	0.9131902	0.4409624	0.8227381	0.2859086	0.9748792	0.6984711	1.0387893	0.9536107	0.6680344	1.1885344	0.1351073	0.7695523	0.3977831	0.6009516	0.9361920	1.1432489	0.7695523	0.5565157
0.1966153	0.1453869	0.2452130	0.6870213	0.1643333	0.6243866	0.6466165	0.4157386	0.7977353	1.0098070	0.6542303	0.4235061	0.1849505	0.4159986	0.0173108	0.3181094	0.1803116	0.4958396	0.7468885	0.6334445	0.4380542	1.0696191	0.1841215	0.9931603	0.7181333	1.0081005	0.7747666	0.5842897	1.1020407	0.1163745	0.7919566	0.4235061	0.5300606	0.8240525	0.9702924	0.7919566	0.5044404
0.2861188	0.1063878	0.1874726	0.6295537	0.1557962	0.6541834	0.7909867	0.4750683	0.8262739	1.0149495	0.7392400	0.4296476	0.1456072	0.3489122	0.0081739	0.2659007	0.2537786	0.7724000	0.8395605	0.8699074	0.4653797	1.1051972	0.2163583	1.2099736	0.7053221	1.0476654	0.8334079	0.5781598	1.1890491	0.0577548	0.6561398	0.4296476	0.5921643	0.9059570	0.9215025	0.6561398	0.5463646
0.3009613	0.1490384	0.2276818	0.5973199	0.2367531	0.6556609	0.7076496	0.3424242	0.7322850	0.9738687	0.6793398	0.3810455	0.3081123	0.3791444	0.0124020	0.3353561	0.1935517	0.8540129	0.7335728	0.8688454	0.3430887	0.8929601	0.2885493	1.2161101	0.8220327	1.1367391	0.9868715	0.5903999	0.9131663	0.0386896	0.7656543	0.3810455	0.4734177	0.8916794	1.0601518	0.7656543	0.7368764
0.1905689	0.1522515	0.1410065	0.6465363	0.1825201	0.7754430	0.7998586	0.4309762	0.7599281	0.8861872	0.6913554	0.5434851	0.1744881	0.3057512	0.0020186	0.3419566	0.1622113	0.7544419	0.8492557	0.8032679	0.5521189	0.8299457	0.1463334	0.8474016	0.9203709	0.9145677	0.8171608	0.5799332	0.8400520	0.0954569	0.7830450	0.5434851	0.6098109	0.8221909	0.9294108	0.7830450	0.5600454
0.0234814	0.0944838	0.3376786	0.6678318	0.1620602	0.6312563	0.9156343	0.5803977	0.5324853	0.9022635	0.9701407	0.3552619	0.1982718	0.4509055	0.0361949	0.3686768	0.2303809	0.5218989	0.7653477	0.7792681	0.0857732	0.8975421	0.1621019	0.6702276	0.4298622	1.0502919	0.7670149	0.5719114	1.0020408	0.1477309	0.6550784	0.3552619	0.9041049	0.8330804	0.9205179	0.6550784	0.4747099
0.0258343	0.0658325	0.4642103	0.6446333	0.1670065	0.7389375	0.8867241	0.6185163	0.5431932	1.0319978	0.9026801	0.3481051	0.2625317	0.2542604	0.0544042	0.4046474	0.1310775	0.5012843	0.8489440	0.7110260	0.0948004	0.8404061	0.1785130	0.6195850	0.5941834	1.1427297	0.8064487	0.4619174	1.1001493	0.0859162	0.5407656	0.3481051	0.8635445	0.9470758	0.8556466	0.5407656	0.4422075
0.0286890	0.0446351	0.3125180	0.5904218	0.1176722	0.6383006	1.1135541	0.6116476	0.6124695	0.9437792	0.7537907	0.2786598	0.2610566	0.2785324	0.0725948	0.4084267	0.2057806	0.4256018	0.7431094	0.7817736	0.0973886	0.9781245	0.1697434	0.6276133	0.4979271	1.0409631	0.7759596	0.4569352	0.9163627	0.0984625	0.6921734	0.2786598	1.0587856	1.0656403	0.8937937	0.6921734	0.3688511
0.2083749	0.2121096	0.3019722	0.6869838	0.1017884	0.7555579	0.6566016	0.2991446	0.5882878	0.8236685	0.6939681	0.5219743	0.2122135	0.3791149	0.0079716	0.4046330	0.1024084	0.6940045	0.7701995	0.7515163	0.4555912	1.0781653	0.0862529	1.0574613	0.6803514	1.0532349	0.7569663	0.3848984	0.9946594	0.0901973	0.8477310	0.5219743	0.5203217	0.9667096	0.9950612	0.8477310	0.5463974
0.1981403	0.0976591	0.3584768	0.6716046	0.2080410	0.6700778	0.8684908	0.3894213	0.5924113	0.9405808	0.6299193	0.4905817	0.2731361	0.3811178	0.0308471	0.3357115	0.1237867	0.6617295	0.7878231	0.7195020	0.4486582	0.9904418	0.2027828	1.0486137	0.7660608	0.9578964	0.8276398	0.7616076	1.0852923	0.0714412	0.8326711	0.4905817	0.6067097	0.9235966	1.1880482	0.8326711	0.5512813
0.2964339	0.1237240	0.1069640	0.7305501	0.2336832	0.5336934	0.9301415	0.2730141	0.5747451	0.9237927	0.6397310	0.4606546	0.1960738	0.4079203	0.0221539	0.3346258	0.1820033	0.8138004	0.8212160	0.7142315	0.4655650	1.0651302	0.1966934	0.9043256	0.7988099	1.0434040	0.7570577	0.6591511	1.0985060	0.0660614	0.8337505	0.4606546	0.4900720	0.9582830	1.0447069	0.8337505	0.4584798
0.0944608	0.1723400	0.4067751	0.4972211	0.0596361	0.9244161	0.9271981	0.5988722	0.6005522	0.8609148	0.8118549	0.3041890	0.2531469	0.3466702	0.0179020	0.3027903	0.0817002	0.5544370	0.5909730	0.7503868	0.0151784	1.0613242	0.2141566	0.9602623	0.2118026	0.8451339	0.5875896	0.5832996	0.8934268	0.2913618	0.4957905	0.3041890	0.7966559	0.7868276	0.8905776	0.4957905	0.1915834
0.1545648	0.0893153	0.4094745	0.4553784	0.0601194	0.7886716	0.8313697	0.4720093	0.7191818	0.7958847	0.6118349	0.2607207	0.2263345	0.2889194	0.0009752	0.3317417	0.0461719	0.3190035	0.5950448	0.8807796	0.0310071	0.8525274	0.1267454	0.7298076	0.1442080	0.8579641	0.6479549	0.3202538	0.9960368	0.1679852	0.3735116	0.2607207	0.7859521	0.8244214	0.8971843	0.3735116	0.3465455
0.0874315	0.1271462	0.3477462	0.5520747	0.1139151	0.9701603	0.7655942	0.6025505	0.7014103	0.8985768	0.5589722	0.3846903	0.2564454	0.3487250	0.0040496	0.3473372	0.0411753	0.5065552	0.6238226	0.6588146	0.0295158	0.9443250	0.1911950	0.7837818	0.2758557	0.9353119	0.7306127	0.6407154	1.0971003	0.3376813	0.3845871	0.3846903	0.8042706	0.8138468	1.0092009	0.3845871	0.5270566
0.0652319	0.1783678	0.2341460	0.5560235	0.0438531	0.8421228	0.7414602	0.3769769	0.6239448	0.9378454	0.5652917	0.3026241	0.1675993	0.3392294	0.0047375	0.3951178	0.0393671	0.3489964	0.5358358	0.6986548	0.0192807	0.7829187	0.1798534	0.6925864	0.2446420	0.9671365	0.6248357	0.3926272	1.1825633	0.2936018	0.3396099	0.3026241	0.8617130	0.9473026	0.7161896	0.3396099	0.3081978
0.1359714	0.1228352	0.3354833	0.4282282	0.0655324	0.8618825	0.6642291	0.4045586	0.7584122	0.8631422	0.8047937	0.3277999	0.2629612	0.3661661	0.0004395	0.3473632	0.0617687	0.3564940	0.6245254	0.6820894	0.0220972	1.0019035	0.2139945	0.7511573	0.2557402	0.8476947	0.6050201	0.4116791	1.1676039	0.1762762	0.2927958	0.3277999	0.7313444	0.8535534	0.8032806	0.2927958	0.3406365
0.1282282	0.1635221	0.3279179	0.3916425	0.1000826	0.9139299	0.6126444	0.5000800	0.6435272	0.9659845	0.6304669	0.4957109	0.2235326	0.2765383	0.0018522	0.5001736	0.0260799	0.2838229	0.5579806	0.8497075	0.0280477	0.7720746	0.2206274	0.6961900	0.1576914	1.2328022	0.5089752	0.4567030	0.8892300	0.2864097	0.3451030	0.4957109	0.8530217	0.9061686	0.6613116	0.3451030	0.3691767
0.1365388	0.1218321	0.3220035	0.3932121	0.0736388	0.8731842	0.6542313	0.3632417	0.6501376	0.8697396	0.6785044	0.5181621	0.2522327	0.3260505	0.0000458	0.4678133	0.0728678	0.3144517	0.5348560	0.8442144	0.0271874	0.7804071	0.1588744	0.8355395	0.1073370	1.1722846	0.5164580	0.2688057	0.8572461	0.2834162	0.2775990	0.5181621	0.8426558	0.8902591	0.9679841	0.2775990	0.3897848
0.1351502	0.1667905	0.2713569	0.3343687	0.0835436	0.8911206	0.6875149	0.4292019	0.6624886	0.9416199	0.6509312	0.7074725	0.1785629	0.2520858	0.0001453	0.3328588	0.0553583	0.3490907	0.5797693	1.0076483	0.0302978	0.7545574	0.1855534	0.8101294	0.2429334	1.0058039	0.4989464	0.4083161	0.9713094	0.2235835	0.3061544	0.7074725	0.8918185	0.5767864	0.9402366	0.3061544	0.4402265
0.1590720	0.1292045	0.4008636	0.2260390	0.1006784	0.7900140	0.7239788	0.6022176	0.6621926	1.0541517	0.6593731	0.7373153	0.2129200	0.3651515	0.0012939	0.3479301	0.0382561	0.3909549	0.4383042	0.7501117	0.0642859	0.9022494	0.1703331	0.7464941	0.1783144	1.0928866	0.7055366	0.4962597	0.9863628	0.2946722	0.2428919	0.7373153	0.7780825	0.8605110	0.8192971	0.2428919	0.4343554
0.1387895	0.1366258	0.4094757	0.2994864	0.1322512	0.7827269	0.8606471	0.6973798	0.7086652	0.8893823	0.5568700	0.7370561	0.2904542	0.3147936	0.0001850	0.6155171	0.0605436	0.6020076	0.4513586	0.7294990	0.0565024	0.9331336	0.2589452	0.7245402	0.2176303	0.8429639	0.9947569	0.6063052	1.0198569	0.3273642	0.3249250	0.7370561	0.7327956	0.7566823	0.9213336	0.3249250	0.7206018
0.1684560	0.1222857	0.5315834	0.3285695	0.1279489	0.7131204	0.8422831	0.7010914	0.6209940	0.9154303	0.7359901	0.7089179	0.2339218	0.2780415	0.0001121	0.4989886	0.0321534	0.8060972	0.6579104	0.7110695	0.0920442	0.8196109	0.1262283	0.9021856	0.1957628	1.1828088	0.8544501	0.6233809	1.1426908	0.1497372	0.3131399	0.7089179	0.7686300	0.7587672	0.9224612	0.3131399	0.8666926
0.1591894	0.1966811	0.4832473	0.3489825	0.0542346	0.6590873	0.9893283	0.7484243	0.6583376	1.0064187	0.7564098	0.8142213	0.3644865	0.2976876	0.0017673	0.4619563	0.0614396	0.8010743	0.4772157	0.7845338	0.0992707	0.9741562	0.2133509	0.5596967	0.1686354	0.9772769	0.9187394	0.6664373	0.9737014	0.2463607	0.4326546	0.8142213	0.8015655	0.7061134	0.8407847	0.4326546	0.6214052
0.0851693	0.1023310	0.2652991	0.5840133	0.0729375	0.9083318	0.8603075	0.3795769	0.8558590	1.1969651	0.6103944	0.4246938	0.2052631	0.3846169	0.0105682	0.3711034	0.0873149	0.3754381	0.6169723	0.7716063	0.0214905	0.8355696	0.1957910	0.9485189	0.3381823	1.0857295	0.5124016	0.3911501	1.0865822	0.2960425	0.3942146	0.4246938	0.9221019	0.8202712	0.8704202	0.3942146	0.3031662
0.1557426	0.0920169	0.3107531	0.4427415	0.1093675	1.0080311	0.7814700	0.4486306	0.7290773	1.0724138	0.5267199	0.3128980	0.2045827	0.3890738	0.0015461	0.3410759	0.0773092	0.4213194	0.6064750	0.7103205	0.0706264	0.7697774	0.1560592	0.8132321	0.3873430	0.9451671	0.6959785	0.4244493	0.9042169	0.2934167	0.4240685	0.3128980	0.8954126	0.7545257	0.8451416	0.4240685	0.3372165
0.0936030	0.1122583	0.2269749	0.3588789	0.1656542	0.8628289	0.7244133	0.6045667	0.5949590	0.9699273	0.6986736	0.4656622	0.2027012	0.2715086	0.0132377	0.3217684	0.0548946	0.3464559	0.7535021	0.6840703	0.0303105	0.8428388	0.1821464	0.6379656	0.3641257	0.8295593	0.4437563	0.4737107	1.1029742	0.2390670	0.3069356	0.4656622	0.7527928	0.7690929	0.7121303	0.3069356	0.2833627
0.1046116	0.1000475	0.4108883	0.5792657	0.0843763	0.9715133	0.7269589	0.2112591	0.7527519	0.8884318	0.6455410	0.5385213	0.2311253	0.3127684	0.0008425	0.2974936	0.1899964	0.3117720	0.7843724	0.9192067	0.0222596	0.8295346	0.1507692	0.8338049	0.3295265	0.9133086	0.4938312	0.2814507	0.9481225	0.3382539	0.3467670	0.5385213	0.9033904	0.8150290	0.8912226	0.3467670	0.3390832
0.0955051	0.1556942	0.3648842	0.4164793	0.0961918	0.9359693	0.8485130	0.4887770	0.7053124	0.8614549	0.7340359	0.5805088	0.2361889	0.3275527	0.0202622	0.4117366	0.2504700	0.3810431	0.6273640	0.5788754	0.0283153	0.8728140	0.1556610	0.7635292	0.3692633	0.9683725	0.6977564	0.6015114	0.9775194	0.3085424	0.3926985	0.5805088	0.9808911	0.7845465	0.9261041	0.3926985	0.3442367
0.0991064	0.1207809	0.3395354	0.4338548	0.1074864	0.8545711	0.7956863	0.5682686	0.7333163	1.1200225	0.7375988	0.7100583	0.2063070	0.3427766	0.0124781	0.3733713	0.1961074	0.2388272	0.5460241	0.7144718	0.0277938	0.9685315	0.1906822	0.8183098	0.3006740	1.0380753	0.5652222	0.5076806	1.0562099	0.3060036	0.2719710	0.7100583	0.9030972	0.5920903	0.8025641	0.2719710	0.4877176
0.2231415	0.1147724	0.4443336	0.3865697	0.0993098	0.9463955	0.7108419	0.2912565	0.7625042	0.9759189	0.6347297	0.7306883	0.2128647	0.4102863	0.0086663	0.4783540	0.3334790	0.2709669	0.7508009	0.7949408	0.0315859	1.2597834	0.2145462	0.6770637	0.2663544	0.7751927	0.6044145	0.3845674	0.9217947	0.3141974	0.3280041	0.7306883	0.9635001	0.7463908	0.7454262	0.3280041	0.5349530
0.2838504	0.1832928	0.4291905	0.3989448	0.0791354	0.9186669	0.9117243	0.7019059	0.8556739	1.0623154	0.5295742	1.0101088	0.1687367	0.4564916	0.0125997	0.4468656	0.3993175	0.5810401	0.9328572	0.6373142	0.0278838	0.9272655	0.1976937	0.7550417	0.3344327	1.0663564	0.6287345	0.4119162	0.9198290	0.3202258	0.6180559	1.0101088	0.8071478	0.6920899	0.7862899	0.6180559	0.4877455
0.3018500	0.1076493	0.4464128	0.3506986	0.0785328	0.8989834	0.9290492	0.8451166	0.7772674	0.8969690	0.6402107	0.7139604	0.1792615	0.4691845	0.0244423	0.4040027	0.3447167	0.5435738	0.6721900	0.6515815	0.0190809	0.8276009	0.2350519	0.7117056	0.2794673	0.9598944	0.8519999	0.6307376	0.9236419	0.2190908	0.3912133	0.7139604	1.0546986	0.6546665	0.7800066	0.3912133	0.7396174
0.3621239	0.1629785	0.5067958	0.4407339	0.0606373	0.8906983	1.0183245	0.6901192	1.1178971	0.8766618	0.8894825	0.9453728	0.1892662	0.3723820	0.0310296	0.2924819	0.3999433	0.7690235	0.8588093	1.0022696	0.0444967	1.0127255	0.3848629	0.6508161	0.2920069	0.9571483	0.8565337	0.4417858	1.0857153	0.3626322	0.4426687	0.9453728	0.8704387	0.7727781	0.6961508	0.4426687	1.1317288
0.4478342	0.1567459	0.7777420	0.4686932	0.0887162	0.8211182	0.8193669	0.8914026	0.9656242	0.8813899	0.5777380	0.8412373	0.2526997	0.2940946	0.0587354	0.3752593	0.3562534	0.7161474	0.9108242	0.6535782	0.0116691	1.1238340	0.4703654	0.7591618	0.3942233	0.8480276	0.9377468	0.5819854	1.0083888	0.3742415	0.4721391	0.8412373	0.7704028	0.8640874	1.0206489	0.4721391	0.6165789
0.3317352	0.2404770	0.6804003	0.4051252	0.0577457	0.9291663	0.8713136	0.9461735	0.8990101	0.8536614	0.6700327	0.9578257	0.1621622	0.3291020	0.0383783	0.3720311	0.3399242	0.8510023	0.7257110	0.6805342	0.0487003	0.8772331	0.4018912	0.5744188	0.3613116	0.7737480	0.9716462	0.6890669	0.8624508	0.2876350	0.3801781	0.9578257	0.9070065	0.6642947	0.8189836	0.3801781	0.9107204
0.1129181	0.0893351	0.0723525	0.4643322	0.1372162	0.6192907	0.7455423	0.5827160	0.6910137	1.0331598	0.7415767	0.4018897	0.0425317	0.0680098	0.2144819	0.3944935	0.1332277	0.4759657	0.8572570	0.7424670	0.4594441	0.8564131	0.0822696	0.6917228	0.3799299	0.9322737	0.6870570	0.5916808	0.9483739	0.0943507	0.6647100	0.4018897	0.8758997	0.9506913	0.9200861	0.6647100	0.3228637
0.2273760	0.0621289	0.1212748	0.3441712	0.1197362	0.5002913	0.6633614	0.6449745	0.8572238	0.7438584	0.8561865	0.4695372	0.0007787	0.0887807	0.3110177	0.3155063	0.1512212	0.5044931	0.5901121	0.7645459	0.6562482	1.0027708	0.0636138	0.8113433	0.2619856	0.9509797	0.5876755	0.5311552	0.9240488	0.0835928	0.4921900	0.4695372	0.8212839	0.9724778	0.8445049	0.4921900	0.5266821
0.2092279	0.1553673	0.2451742	0.3631287	0.2112799	0.4879567	1.0243890	0.8588929	0.7851030	0.7734669	0.6858083	0.7751177	0.0190954	0.0590871	0.1681604	0.3821249	0.1730136	0.7574078	0.8085049	0.5849379	0.7319275	0.8091191	0.1095478	0.9983626	0.2783242	0.8970511	0.7397495	0.4469641	1.0991499	0.1050140	0.5780018	0.7751177	0.9858570	1.0013099	0.9710265	0.5780018	0.6164749
0.1142939	0.1284356	0.1441399	0.5001844	0.2061059	0.5726507	0.6422418	0.6708231	0.7768591	0.9034412	0.7842338	0.3977052	0.0343704	0.1702727	0.1613951	0.4935272	0.1968167	0.2927688	0.7025727	0.8289241	0.5277275	1.0668347	0.0719850	0.8855855	0.1963542	0.8946126	0.5409570	0.7877071	0.9891405	0.0670334	0.4970362	0.3977052	0.9458951	1.0121143	0.9565848	0.4970362	0.4531357
0.2816546	0.0891514	0.1605408	0.2412204	0.1492098	0.5400513	0.7880421	0.6767241	0.8391255	0.8746988	0.7691416	0.6325047	0.0133858	0.1338720	0.2841233	0.3617357	0.1340453	0.6017444	0.8579692	0.7657401	0.5731517	0.9375211	0.1743036	0.5011376	0.2298378	0.9745425	0.9111855	0.5673342	1.1093559	0.1404215	0.5593233	0.6325047	0.8491711	1.1511959	1.0040306	0.5593233	0.6214676
0.2147961	0.1627543	0.3367721	0.4461108	0.1585556	0.6088874	0.8352647	0.8671630	0.7649239	1.0921203	0.8850489	0.6528391	0.0034656	0.0677940	0.3054962	0.4707030	0.1323716	0.8493088	0.8016184	0.6800618	0.6688873	0.8757266	0.1065041	0.6257067	0.3100625	0.7891132	0.6858520	0.5570531	1.2944819	0.0500273	0.5256379	0.6528391	0.8095117	1.0299548	1.1039467	0.5256379	0.6195479
0.1319102	0.0014081	0.7280978	0.0939056	0.7642239	0.2777324	0.9006275	0.9276008	0.5914205	0.9797793	0.9107906	1.1788505	0.7066301	0.1792631	0.2345063	0.5207587	1.0122151	0.9807206	0.8130368	0.5939873	0.0844907	1.1575235	0.1007106	0.7184183	0.6465122	1.0205488	0.9471811	0.7508758	0.9476648	0.0282079	0.3636424	1.1788505	1.0256345	0.8876677	0.9589174	0.3636424	1.0913395
0.1164875	0.0013629	0.8221792	0.1265740	0.8699603	0.2593328	1.1029657	0.8671413	0.7219337	0.8850294	0.9531105	1.0119142	0.9495023	0.1640867	0.2441403	0.4067155	0.8564752	0.8739276	0.7196978	0.4780568	0.2049661	1.0140270	0.0958078	0.8930022	0.6239967	0.9452358	1.0903923	0.9838146	0.9690028	0.0253252	0.4598802	1.0119142	0.9012366	1.0185119	0.8566159	0.4598802	1.0009496
0.0799900	0.0002637	0.9414558	0.0869101	0.8371022	0.1647425	1.1301831	0.9731387	0.6418609	1.1199712	1.1040537	1.0876102	0.7688318	0.3636907	0.1581007	0.3812158	0.7411004	0.8666600	0.6190095	0.5707035	0.1444388	0.9716827	0.0254732	1.0457779	0.6750545	1.0727788	1.1368284	0.9869322	1.2231812	0.0115883	0.2845612	1.0876102	0.8182279	0.7472680	0.8598806	0.2845612	1.0497190
0.0995427	0.0000056	0.8336403	0.0141841	0.5881161	0.3061836	0.9710566	0.9364637	0.5453031	1.1129723	0.8828349	1.1288757	0.2702028	0.3937687	0.3808803	0.4018470	0.4841502	0.6817497	0.6536745	0.6648729	0.1372922	0.8300969	0.0028037	1.0204449	0.6564017	1.0986666	1.0705799	0.5055818	0.9444382	0.0531592	0.2128947	1.1288757	1.0456899	0.7950233	0.8697827	0.2128947	0.7365104
0.0919693	0.0045029	1.0178179	0.0335736	0.7427844	0.3298452	0.9484387	0.8421157	0.5588780	1.0193843	0.8637896	0.8280379	0.3517442	0.4232659	0.3804789	0.4030052	0.3719393	0.5971602	0.7641953	0.7244898	0.1020594	0.8360318	0.0083736	0.8006189	0.6511340	0.9987101	1.0233618	0.5753192	1.0673626	0.0192506	0.1374725	0.8280379	1.0443237	0.8083853	0.9331496	0.1374725	0.9475128
0.0387273	0.0003428	1.0986644	0.0552943	0.5535501	0.2128777	0.9465796	0.8875384	0.4883855	0.9278208	0.6506434	1.0496317	0.3092186	0.3641494	0.3851649	0.4238027	0.4044160	0.8054119	0.7249121	0.5168891	0.1008107	0.7700203	0.0009576	0.9690766	0.5734703	1.1581099	1.0477043	0.4417047	0.8160466	0.0337153	0.1226289	1.0496317	0.8759873	0.8577070	0.9934743	0.1226289	0.8427935
0.1084946	0.0005333	0.9404775	0.1530683	0.9213199	0.3113705	0.9636185	0.9620276	0.6511019	0.9883060	0.9059299	1.0294283	0.8215107	0.2609481	0.1334882	0.4726082	0.8728607	1.2024231	0.7111377	0.6352616	0.2828281	0.8288438	0.1544315	0.8203868	0.8090295	1.0518496	0.9945132	0.7966803	0.9625432	0.0142883	0.4180301	1.0294283	0.8926550	0.8794087	0.8628905	0.4180301	0.9110964
0.1503235	0.0005234	0.9679772	0.0491235	0.7889153	0.2537395	0.9763595	0.8745567	0.6082680	0.9841249	0.9161411	1.1445564	0.8433387	0.3643071	0.1799729	0.4530765	1.0638588	0.9938049	0.5310504	0.6410792	0.1629224	0.9527709	0.0509789	0.9072141	0.5808234	0.8635410	1.0968886	0.9342258	1.0920526	0.0713214	0.4284226	1.1445564	1.0000823	0.7524444	1.0598027	0.4284226	0.9694838
0.1964140	0.0001630	0.9453159	0.0996790	0.7966524	0.1983052	0.8641102	0.9246249	0.7718367	0.8798744	0.9232827	0.9623726	0.9516806	0.3375162	0.2047428	0.3258694	1.0690906	0.9324263	0.5837497	0.7881227	0.1314934	0.9014231	0.0853354	0.7125384	0.8115661	0.8594748	1.0695742	0.8639829	1.0483411	0.0186668	0.2970550	0.9623726	0.8928657	0.8241645	1.0237368	0.2970550	0.9598767
0.0431055	0.0000512	0.9267301	0.0659964	0.6590645	0.2246092	0.8800592	1.0880721	0.5498274	0.9663172	0.7559407	1.0044712	0.2147211	0.3970368	0.2861770	0.3495299	0.5976503	0.6703109	0.6726132	0.7294549	0.0710522	1.0276842	0.0244815	0.8360167	0.6540997	1.0092004	0.9457338	0.5227994	1.2072078	0.0242354	0.1911986	1.0044712	0.9524291	0.7765977	0.9166404	0.1911986	0.9502053
0.1040315	0.0000724	0.8420043	0.0700119	0.5392119	0.4984800	0.9879573	0.9613883	0.6376998	1.0816442	0.7708226	0.9828492	0.3028669	0.4414660	0.3833493	0.4781527	0.5829038	0.7916980	0.8458457	0.7187360	0.1154543	1.0230565	0.0203131	0.8916569	0.6106917	1.0224018	0.8455670	0.6982496	0.9100967	0.0094285	0.1410849	0.9828492	0.9870439	1.0315826	1.1315721	0.1410849	0.7635268
0.0901220	0.0000723	0.9732964	0.0268607	0.5678047	0.2958582	1.1118202	0.9542047	0.5387285	1.0757654	0.5830016	1.0864948	0.2983696	0.4407576	0.2477338	0.4526592	0.5365984	0.7639394	0.6912554	0.6377358	0.0645525	0.8163741	0.0216449	0.9156204	0.6682265	0.9378400	0.9364780	0.5050760	1.0718603	0.0171485	0.1363964	1.0864948	0.8007861	1.0336462	1.0118270	0.1363964	0.8762384
0.0880795	0.2324164	0.6502222	0.3290894	0.4450894	0.4515043	1.1880392	0.7729528	0.3305744	0.8618681	0.8924654	0.7886048	0.2209380	0.3701911	0.0506436	0.2597006	0.0835697	0.9814448	0.8245765	0.9122564	0.0494479	0.6828025	0.0356063	1.0186354	0.4409746	0.9037949	0.7445007	0.5011672	0.8854087	0.2349925	0.2276463	0.7886048	0.8354222	0.8277175	0.8760080	0.2276463	0.6297095
0.1917145	0.2030664	0.3778403	0.2506902	0.3918208	0.5643754	0.8040256	0.7995936	0.4852991	0.8406770	0.9036357	0.9064700	0.1878962	0.4487144	0.0907917	0.4108823	0.0365823	0.8975508	0.5713983	0.9174080	0.0620475	0.5921042	0.0264448	0.8956304	0.6173538	1.0873877	1.0580476	0.2558302	0.9759293	0.2298820	0.2847366	0.9064700	0.8483434	1.0072985	0.8562416	0.2847366	0.7376456
0.1569716	0.1691611	0.3541865	0.1440578	0.5622617	0.5260764	1.0009265	0.7047652	0.3394121	0.9338016	0.9168413	0.9405779	0.3294482	0.4289579	0.0898660	0.2861791	0.0169291	0.8395683	0.5746087	1.0091230	0.0514443	0.7026621	0.0148705	0.9501545	0.5135829	0.9584591	0.7479010	0.3071913	0.9423685	0.2113121	0.2452105	0.9405779	0.8755537	1.0851075	1.1697438	0.2452105	0.8409732
0.2064960	0.1641085	0.3628844	0.2700619	0.4973889	0.5377225	1.0030352	1.0470908	0.5476033	0.8887503	1.0951505	0.7936043	0.2074120	0.3631574	0.0653335	0.3828883	0.0291814	0.9158255	0.5160733	0.8059625	0.1072239	0.6920229	0.0173952	1.0117818	0.5298082	1.0189127	0.8303348	0.3175523	1.0139669	0.2716945	0.1593936	0.7936043	0.8125620	0.9870254	0.9681545	0.1593936	0.8717895
0.1453430	0.0818217	0.5544597	0.2147580	0.4488437	0.6131399	0.9926091	0.6943636	0.4101499	1.0991050	0.8290582	0.5753323	0.1919917	0.3780848	0.0231411	0.2925074	0.0002755	0.7715335	0.4144887	0.9792528	0.0671231	0.6152230	0.0008098	0.8368404	0.3724920	0.9462464	0.7878634	0.2814364	0.8913465	0.2949120	0.0990856	0.5753323	0.8670905	0.8809934	0.8248361	0.0990856	0.6405210
0.0985025	0.1146427	0.4216451	0.2513167	0.3841655	0.6549067	0.8627813	0.6712281	0.3148805	1.0653549	0.8723332	0.6675623	0.2611047	0.4417836	0.0428342	0.3413225	0.0039261	0.8429498	0.5348324	1.1219455	0.0780750	0.4071786	0.0024154	1.0514273	0.5110794	0.9732196	0.8110027	0.2075657	1.0336974	0.3002132	0.1229760	0.6675623	0.8512594	0.8877452	1.1331953	0.1229760	0.5771851
0.0004512	0.1450803	0.7927073	0.3039538	0.4417621	0.9500075	0.6532367	0.6596023	0.1677611	0.7417044	0.8746753	0.2668132	0.2268377	0.6300089	0.0645236	0.2327261	0.0013431	0.0123382	0.4440509	1.0418626	0.0326967	0.1332851	0.0002406	0.8148209	0.4188692	0.8518258	0.0259456	0.3038684	1.1553479	0.2061321	0.0675660	0.2668132	0.7544005	0.9629271	1.0487282	0.0675660	0.3112625
0.0008680	0.1019661	0.6756938	0.5280268	0.3563219	0.7252470	0.6677740	0.5679684	0.2908115	0.8344489	0.6608400	0.1620406	0.2265444	0.5979452	0.0092077	0.0851332	0.0007377	0.0013805	0.4541836	1.0891898	0.0136934	0.1595187	0.0022103	0.7358143	0.3401962	1.1022830	0.0036625	0.1888937	0.9873985	0.2963764	0.0727078	0.1620406	0.8288516	0.9246450	1.0938139	0.0727078	0.1411893
