G626	G1249	G406	G807	G1036	G294	G755	G915	G1517	G1304	G1253	G554	G161	G192
0.7006300	0.2236611	0.5011122	0.8639016	0.7450446	0.4672020	0.0714072	0.7679526	0.8498348	1.1036602	0.3618122	0.0354590	0.9753204	0.6001834
0.6094908	0.3102480	0.4940687	0.9207859	0.6626954	0.4838991	0.0866416	1.0720223	0.6570162	0.9408147	0.2723866	0.0533436	0.9279265	0.6824853
0.6252028	0.1757475	0.5030609	0.9971401	0.8697645	0.5140861	0.1119732	0.9179461	0.6769139	1.0882979	0.4586049	0.0968412	0.8568981	0.7367851
0.5888869	0.2509437	0.3606882	1.0285684	0.5384891	0.5560663	0.1233924	0.6140866	0.8839959	0.6337432	0.3571699	0.0143070	1.2350767	0.6591140
0.7708354	0.1555234	0.5158269	0.7852290	0.5133731	0.5975544	0.1027138	0.9358909	0.7599977	0.5718342	0.3161823	0.0362191	1.0830807	0.8413278
0.5604902	0.2223836	0.5934107	0.8233010	0.6671392	0.5781418	0.1464489	0.8203555	0.7597603	0.6237233	0.3563453	0.0464902	0.9222689	0.6418820
0.7553298	0.1628798	0.5333380	1.0170180	0.7587388	0.5578180	0.0893563	0.7558552	0.7315931	0.6319474	0.2809477	0.0494503	0.8804922	0.6910641
0.8819266	0.1884198	0.4223253	0.9187094	0.8708764	0.5447708	0.1532487	0.7330261	0.7515976	0.6376441	0.2901627	0.0194784	1.0091600	0.7939252
0.5713243	0.1997535	0.3159440	0.9193516	0.9069242	0.5521007	0.1011133	0.7277640	0.8139319	0.6069347	0.2594035	0.0220767	0.9602715	0.7473621
0.6137142	0.2691360	0.5417379	0.8356490	0.7062713	0.5234207	0.1298504	0.7427007	0.7881474	0.7556152	0.2802996	0.0665069	0.9952932	0.8057079
0.6941658	0.1608643	0.5415869	1.0980094	0.6630743	0.3776580	0.0733970	0.8742857	0.8255762	0.5863677	0.3267412	0.0751893	1.1420441	0.7283546
0.6710559	0.2874669	0.6463985	0.9874881	0.7431119	0.5860016	0.0819680	0.9758941	0.8903878	0.8397815	0.3893642	0.0549617	0.8430209	0.6663816
0.8153925	0.2265107	0.4111284	0.8379200	0.5824605	0.6003842	0.1068087	0.9429887	0.9695626	0.5975756	0.2745530	0.0225640	1.2114318	0.8111287
0.6027542	0.5493128	0.7027112	0.7646370	0.3449561	0.5154385	0.5912212	0.2007689	0.7494888	0.4092843	0.1698839	0.0048030	1.1759304	0.6986086
0.6579215	0.5052556	0.8033971	0.8595122	0.5482245	0.5837682	0.4948253	0.2443064	0.8755530	0.4242424	0.2277164	0.0031877	0.8294410	0.7184685
0.6426910	0.3835320	0.8032041	0.7290524	0.3899438	0.6410313	0.6637962	0.2086652	0.9046280	0.5400384	0.1833236	0.0018014	0.8559855	0.8292338
0.7803053	0.4005584	0.7814081	0.6943277	0.5056049	0.6318711	0.5149593	0.1836899	0.6712235	0.5170831	0.2880217	0.0023512	0.9739374	0.6815822
0.7291088	0.3986350	0.8356988	0.7098452	0.7212186	0.9616781	0.0575217	0.3646135	0.9772582	0.4847597	0.4064697	0.1147063	1.0175403	0.5884842
0.9307284	0.4636371	0.7123460	0.7823827	0.5646215	0.9612924	0.0535458	0.3547847	1.0593582	0.5566784	0.3077792	0.0827185	0.9929693	0.7383537
0.7118381	0.4239382	0.6571139	0.8179057	0.6177840	0.9709573	0.0361438	0.3507621	0.7952990	0.4953077	0.2797314	0.0515499	0.9723361	0.7011148
0.9072715	0.4294039	0.8676448	0.8172593	0.6562552	0.7758192	0.0367852	0.3490213	1.0551384	0.4658955	0.3857884	0.0870354	0.9604072	0.6148150
0.8062542	0.4449987	0.7121605	0.7840955	0.4003632	0.9979703	0.0975307	0.4151545	0.9908932	0.4670155	0.2283281	0.0861929	1.0013921	0.7790044
0.8311380	0.5168330	0.7275849	0.9323294	0.6156431	0.9429238	0.0861532	0.3025592	0.8248802	0.4410859	0.3887201	0.0846360	1.1772283	0.7254586
0.9253862	0.4757911	0.8562160	0.8946050	0.4933372	0.7395959	0.0664434	0.3986911	0.8241452	0.5196309	0.3251598	0.1122641	1.0448041	0.6574355
0.5524832	0.2643437	0.3787902	0.7909835	0.9713016	0.5562758	0.7568201	1.2154231	0.8422536	0.2550593	0.2654015	0.0831508	1.0460172	0.7604684
0.4838859	0.3037296	0.3816834	0.7795057	1.1831848	0.6098628	0.7456829	0.9615385	0.7930610	0.1868436	0.3032011	0.1328833	0.9752661	0.8250639
0.6670227	0.2839359	0.3889237	0.8851895	1.0422239	0.5402943	0.8534520	0.7416864	0.5625461	0.2762349	0.2815342	0.1035272	0.8879559	0.7964422
0.6005366	0.2916446	0.4287594	1.0863627	0.8848685	0.5433767	0.8150602	1.0085687	0.7944306	0.2018269	0.3874707	0.1182436	0.9852564	0.8992559
0.6792995	0.6331080	0.6649320	1.0941959	0.4678941	0.6344633	0.0500102	0.1506777	0.7301693	0.2818294	0.3741668	0.0081206	0.8246060	0.5621402
0.6456079	0.7634557	0.7816132	0.8548053	0.4364161	0.5093536	0.0259699	0.1391644	0.7138499	0.2309526	0.4080229	0.0059813	0.7755481	0.4964243
0.7657319	0.7283943	0.7348094	0.9879670	0.5678306	0.4095239	0.0268961	0.0583075	0.6561070	0.3421659	0.4026998	0.0154633	0.8397675	0.4764341
0.8356200	0.5886250	0.1799997	1.0185063	0.4675472	0.5437653	0.7478651	0.4069927	0.9010347	0.6672643	0.4216297	0.0583824	0.7765207	0.3840309
0.9682005	0.4653991	0.1578375	0.9161612	0.5624851	0.2566850	0.5222642	0.3991485	0.8808365	0.6104975	0.3114744	0.0891918	0.6311723	0.4035318
0.9088991	0.4746442	0.1771261	0.8806563	0.4528834	0.4981614	0.5887638	0.3748973	0.8660311	0.4827775	0.2396190	0.0384484	0.7787863	0.4827854
0.9369649	0.4992250	0.1573062	0.8194599	0.5179384	0.3867990	0.6213766	0.4538739	0.9484705	0.6409298	0.2803282	0.1118084	0.8459508	0.5576393
0.8385341	0.5302938	0.1071012	0.9242194	0.4941259	0.3224047	0.5206071	0.4260387	1.0013337	0.5413338	0.3189093	0.1122837	0.8849427	0.5957512
0.9917563	0.5133722	0.1355729	0.8175239	0.5298690	0.3249153	0.6005422	0.5149888	0.7457826	0.5850246	0.2746120	0.0765056	0.8804082	0.4671287
0.7920612	0.4799860	0.1759759	0.9690623	0.4183555	0.4502835	0.8572277	0.3669312	0.9931634	0.5074178	0.3270233	0.0437696	0.7410143	0.6505830
0.7638941	0.6128521	0.1523058	1.0924316	0.3598469	0.2829228	0.8636975	0.4112854	0.9021719	0.3982352	0.3055628	0.0766818	0.7402392	0.7412917
0.9544630	0.4052549	0.2143222	0.9948746	0.4758029	0.5263416	0.6778996	0.5740194	0.8995916	0.6337567	0.3559369	0.0463520	0.7899953	0.5208534
0.8288863	0.6173458	0.1448752	0.8795615	0.4961513	0.3183495	0.6521835	0.3705562	0.9831618	0.6038097	0.3520171	0.0398614	0.6188369	0.4494510
0.8034549	0.5021986	0.1681348	0.8837202	0.4435031	0.5542766	0.6880410	0.4938918	0.8421219	0.4278876	0.3682618	0.0237315	0.8085118	0.4571072
1.0170018	0.6360695	0.0842121	0.9264625	0.4864141	0.4061091	0.6969382	0.3757705	0.8553818	0.4923737	0.3752094	0.0349956	0.7728730	0.5451230
0.9298745	0.5135226	0.1441800	0.9056076	0.5437525	0.4055222	0.5394002	0.4475495	0.9046523	0.4280211	0.3581550	0.0357527	0.6722659	0.3636583
1.1849268	0.6195878	0.1171280	0.9250303	0.4911807	0.4205312	0.6546082	0.4419443	0.8765916	0.5645042	0.2686196	0.0270465	0.6494806	0.5117810
0.9021830	0.5267485	0.1426026	0.8923361	0.4898487	0.3151169	0.7574813	0.3898323	0.9301591	0.5941628	0.3499197	0.0757290	0.8468865	0.4305683
0.5492475	0.4257047	0.3398066	0.7620860	0.2540368	0.6548934	0.5462926	0.1520959	0.9194669	0.5510819	0.1827795	0.0407595	0.9813261	0.7337765
0.5680512	0.5483052	0.4112109	0.9002414	0.1893380	0.4799952	0.4983839	0.1294552	0.8505291	0.4520697	0.2591747	0.0116086	1.0868084	0.8612837
0.5431144	0.8299215	0.6022075	0.9071046	0.8526331	0.5520476	0.4302149	0.4524478	0.7879907	0.4854069	0.3549535	0.0227831	1.0584332	0.8291431
0.5031938	0.8554340	0.6905493	1.0368202	0.7023323	0.6236850	0.3376334	0.3227893	0.7084517	0.5066988	0.4220928	0.0451129	0.7747104	0.9670634
0.5512547	0.7858003	0.5398904	0.8406043	0.4520438	0.5513916	0.3725150	0.3044334	0.7472330	0.4211673	0.2607645	0.0320310	1.0648456	0.9241075
0.4464205	0.7409689	0.5949644	0.9503824	0.5057623	0.5355108	0.5522960	0.3541468	0.9406548	0.4658654	0.2796152	0.0068774	0.8755252	1.0750375
0.5877996	0.6607644	0.4580463	0.9407685	0.3063717	0.7139672	0.3277427	0.3536566	1.0026532	0.5084076	0.3363253	0.0198570	1.2257487	0.7860105
0.5311702	0.7859712	0.6631180	1.0047870	0.5127446	0.5368944	0.4642268	0.3785200	0.9023374	0.5216496	0.2673792	0.0309048	0.9374247	0.7989230
0.5590393	0.6891503	0.5694587	0.8469612	0.4390806	0.5281152	0.4386210	0.2547271	0.8226251	0.4766742	0.2332875	0.0724238	0.8398364	0.9096299
0.7935598	0.6527792	0.8059479	0.8502049	0.2569264	0.7148991	0.5795024	0.8503006	0.8889101	0.2621279	0.3576388	0.0261145	0.8791536	0.9367467
0.8635104	0.6573407	0.8028480	0.8510705	0.3598306	0.6437639	0.4130721	0.8609790	0.9544347	0.3841059	0.4101491	0.0550845	0.9256738	0.6634175
0.6992090	0.4550737	0.9993449	0.8901816	1.0793486	0.7318940	0.0986279	0.4009112	0.8300986	0.6368714	0.3093148	0.0077334	0.9684324	0.6249476
0.6137166	0.6083084	0.8044484	1.0128129	1.0569308	0.7575860	0.0389840	0.3531811	0.9360446	0.4666990	0.3560720	0.0030432	1.1883072	0.6856841
0.7564981	0.3774492	0.4311922	1.1086417	0.2766021	0.5244288	0.4627790	0.8251344	0.8647768	0.4479436	0.2342706	0.0118231	0.9266422	0.8010415
0.9060744	0.5683041	0.6485370	0.8879232	0.4563126	0.5543119	0.3864509	0.8205127	0.8762758	0.4342558	0.3669141	0.0484627	1.0735438	0.7896737
0.6558220	0.1876739	0.2137282	0.8260514	0.2676647	0.6106399	0.4562415	0.3626740	0.7942651	0.3137183	0.3166120	0.2305460	0.7160521	0.7754422
0.6111263	0.2860815	0.1397931	1.0429581	0.1701348	0.6391420	0.4054533	0.4448062	0.6476612	0.2251434	0.3025396	0.2554528	0.9365722	0.8824851
0.6021120	0.2524234	0.2447651	0.9670438	0.1469936	0.5190669	0.5779558	0.3939544	0.7167132	0.3193744	0.3202341	0.2637899	0.7346225	0.8368413
0.5800495	0.2347396	0.1981691	0.9383063	0.3011625	0.6566253	0.4310816	0.3569376	0.6661875	0.3649999	0.3523920	0.2477110	0.8414082	0.7452768
0.5325938	0.3117902	0.1455460	0.7947429	0.2986094	0.6400424	0.5229419	0.3336734	0.7186854	0.3870154	0.3274854	0.3421981	0.9084849	0.7472637
0.5213667	0.2858663	0.0871654	0.7269838	0.4515448	0.4405284	0.4140930	0.2515111	0.1270024	0.4231023	0.3917540	0.2392748	0.6935402	0.7575074
0.7836275	0.2833714	0.1078638	0.9109527	0.6006790	0.3944486	0.3880241	0.3566488	0.0666133	0.2527534	0.4062176	0.2096831	0.5828400	0.5296409
0.7524147	0.4579979	0.0470270	0.9430715	0.5544555	0.3553380	0.4869839	0.4246480	0.0644073	0.2843856	0.3407029	0.1526911	0.6198580	0.7654055
0.7467077	0.4059403	0.2218770	0.8108612	0.3371694	0.5034667	0.5177878	0.5500136	0.6777357	0.2946158	0.3306886	0.3320230	0.7696590	0.7251854
0.6334374	0.2514922	0.2622041	0.7201571	0.3808192	0.5083236	0.4470360	0.7077354	0.6484751	0.3743420	0.3579420	0.3170149	0.9257510	0.8456461
0.7126178	0.3095465	0.1660953	0.9796064	0.3998964	0.6012273	0.4764047	0.7764670	0.7783926	0.2941181	0.3602851	0.3291560	0.8624673	0.9147116
0.6528533	0.3318402	0.2383125	0.7866628	0.2482756	0.5608279	0.4976041	0.6759385	0.6537589	0.2844227	0.3447942	0.2549204	0.8614858	0.7594799
0.6679479	0.2114303	0.1408403	0.8572010	0.4474867	0.5666607	0.3596643	0.4214158	0.6859267	0.2382631	0.3565618	0.1872586	0.7043112	0.7356954
0.5719441	0.3992472	0.1441029	1.0011677	0.1231967	0.4177621	0.6517317	0.1265762	0.6241225	0.4866716	0.1777368	0.3017633	0.8846065	0.8456845
0.8041844	0.3758203	0.1344917	0.8941445	0.1032675	0.4713135	0.6352598	0.1485454	0.8306630	0.5020860	0.0820071	0.2927398	1.0998198	0.8792275
0.4759542	0.4896808	0.1600328	0.7490428	0.0687463	0.6519059	0.5866934	0.2090918	0.9134556	0.5050018	0.1069726	0.2276312	0.9304407	0.9056175
0.4575695	0.3938811	0.1737544	0.8995795	0.1236169	0.5651991	0.7832518	0.1451918	0.7567659	0.5569103	0.2070249	0.2848029	0.9471895	0.9399506
0.6639406	0.4557043	0.2269899	0.8806930	0.0903038	0.6112247	0.7383379	0.2403741	0.8064050	0.4764966	0.1349510	0.2245924	0.9269804	0.9461823
0.5752897	0.3830147	0.1587519	0.9458824	0.0927887	0.6463598	0.4706830	0.1562354	0.6730693	0.6800552	0.1032750	0.3051373	1.0178080	0.8226032
0.5198858	0.4657431	0.4091273	1.0374683	0.3726366	0.5335112	0.4083361	0.1088748	0.9681099	0.0686518	0.3048149	0.0195106	0.8894649	0.6665409
0.4404531	0.5354102	0.4072977	0.9237464	0.1850961	0.6071212	0.5014653	0.0709935	0.7668859	0.0485852	0.2521811	0.0108705	1.0394798	0.8012633
0.6547678	0.3916575	0.4285746	0.8035156	0.6715429	0.6777914	0.7554319	0.5054166	1.0386775	0.6169724	0.3374968	0.0098491	1.0351617	0.5395914
0.6778223	0.3814491	0.3954915	0.8761691	0.6415761	0.5952015	0.5049118	0.7650607	0.8097389	0.5971275	0.2454920	0.0257286	0.9868376	0.6704494
0.7049504	0.5919764	0.9142204	0.7997262	0.1322893	0.4361929	0.6013039	0.1754097	0.6641142	0.4999282	0.2866816	0.1796040	1.0779428	0.7115903
0.7443491	0.5127882	0.9194336	0.8273715	0.0635228	0.5940271	0.5312855	0.1442835	0.8937434	0.4643967	0.2573855	0.0799536	0.9606170	0.8571118
0.7845507	0.4937344	0.7979274	0.7486156	0.1216739	0.5087954	0.4828769	0.1634408	0.6737058	0.4054890	0.2463513	0.0852314	0.9687347	0.7128708
0.7685622	0.5180828	0.8628361	0.8675946	0.1322531	0.4386070	0.4076754	0.1210307	0.7734301	0.4826540	0.3173501	0.1616808	0.9854944	0.6484203
0.6397260	0.4331047	0.8884729	0.7711505	0.1090349	0.5498501	0.5612203	0.1832561	0.7724147	0.4615686	0.3143655	0.1671517	1.0592918	0.8392753
0.7140502	0.4247228	1.0519539	0.8260143	0.1054262	0.5299476	0.5020813	0.2063751	0.7881014	0.3464145	0.4345773	0.1573928	0.9613606	0.8240102
0.6229975	0.5180515	0.8238411	0.7853230	0.0776074	0.5772238	0.3753637	0.1410648	0.7359884	0.4396125	0.3109791	0.1505228	1.0460631	0.6652324
0.6382132	0.4200373	0.5130548	0.7987410	0.5108091	0.5151938	0.2458040	0.3460883	0.9059190	0.2379423	0.4749655	0.0122914	0.9666352	0.5971999
0.7115040	0.3343382	0.5618686	0.9684906	0.4709215	0.4560681	0.5343259	0.4483037	0.6119726	0.2088995	0.3907789	0.0138685	0.8048330	0.7020217
0.7525097	0.4610623	0.4326600	0.7980408	0.3759630	0.5365798	0.5945470	0.3699991	0.6669256	0.4551840	0.3926429	0.0042243	0.7712509	0.6640258
0.8494234	0.3618279	0.5344249	0.9230832	0.5479229	0.5403805	0.2967393	0.4382673	1.0097403	0.2607071	0.2532150	0.0169678	0.8095417	0.7622765
0.8487905	0.3316762	0.4469353	0.9162257	0.3384150	0.6683446	0.3886242	0.4320749	0.6841791	0.2370584	0.3152983	0.0423329	0.9215951	0.6297589
0.6023507	0.4119111	0.5778675	0.9531927	0.3362654	0.7009736	0.4561123	0.5002734	0.6966038	0.2189585	0.4040315	0.0348532	0.9147024	0.6909731
0.7210065	0.7792767	0.3929213	0.8187781	0.7781696	0.4958994	0.0424162	0.7055466	0.8942767	0.9373297	0.1824835	0.3183527	0.8045547	0.5058778
0.9484544	0.5870937	0.4031566	0.9036565	0.7059783	0.5388815	0.0218238	0.7195367	0.9085722	0.9787566	0.3478458	0.2348281	0.7841111	0.6935642
0.7217360	0.5394797	0.4364057	0.8294843	0.8349554	0.4208428	0.0474452	0.8446320	1.0218893	1.0059977	0.3412367	0.2784528	0.7593316	0.6395458
0.7743655	0.5072364	0.7469493	0.7227991	0.7413038	0.3146651	0.0282203	0.6863495	0.8578640	0.8914349	0.3377593	0.3846191	0.8528883	0.6500470
0.7567104	0.4549945	0.5894619	0.8266227	0.5700060	0.4736381	0.0175736	0.8772383	1.0889146	0.9032016	0.1853037	0.2584870	0.9199117	0.4985201
0.7045988	0.5010912	0.6721439	0.8473846	0.6589216	0.4552476	0.0332238	0.9044415	0.8671754	0.8008844	0.2331137	0.3102776	0.8455751	0.5991028
0.8277677	0.6416730	0.5220074	0.6013304	1.1604365	0.4242179	0.0610789	0.7721378	0.8682546	0.9636062	0.2322145	0.2829353	0.8086376	0.4921030
0.9160111	0.4267901	0.5865946	1.3078920	0.9516895	0.4250820	0.0194317	0.8334473	1.2300043	0.8641940	0.2057578	0.3252999	0.7654439	0.6003456
0.8340955	0.5666108	0.6799779	1.0225811	0.9106117	0.3144753	0.0534943	0.7590770	0.7806687	0.9715077	0.3221660	0.2343277	0.8634385	0.5941120
0.7795062	0.5436728	0.6817997	0.8629040	0.8347065	0.3813181	0.0346257	0.5365840	0.9206324	0.6754716	0.1657299	0.3858695	0.9822779	0.6289380
0.8587904	0.4693974	0.4422992	0.7575851	0.7466303	0.3244890	0.0151222	0.6050940	0.8791518	0.9877367	0.3277920	0.2937223	0.6894630	0.5364709
0.9280299	0.4751920	0.4581594	0.7635888	0.8616800	0.4112425	0.0431591	0.4896043	0.9558025	0.6590569	0.2080903	0.3568791	0.9282599	0.4543846
0.8059374	0.4777828	0.5034052	0.7268825	1.0749087	0.5303963	0.0435712	0.6480983	0.8948675	1.0272387	0.2371411	0.3285562	0.7833956	0.6013723
0.6985294	0.6776629	0.4837296	0.7836455	1.1171608	0.6034618	0.0135016	0.7940513	0.8173882	1.1835640	0.2366958	0.2552378	0.7555693	0.5778581
0.8269787	0.6337220	0.4142694	0.7989718	1.0709855	0.3501697	0.1136211	0.6659397	1.1911232	1.2731752	0.3210050	0.4793517	0.9257424	0.4539374
0.8099513	0.5197215	0.4703145	0.8696590	0.9556243	0.4934091	0.0196731	0.7225230	0.8672347	1.0729130	0.2572568	0.3780246	0.8989449	0.6479758
0.6807819	0.5445774	0.3735892	0.7883629	1.0435151	0.4901952	0.0275529	0.9236030	1.0756394	0.9807462	0.2099221	0.2228062	0.7852949	0.5332393
0.9205284	0.5946141	0.5400497	0.7020315	0.7968154	0.4677978	0.0237611	0.6888518	1.0045545	0.8796787	0.2568992	0.3769843	0.6963893	0.5204488
0.8044387	0.5072146	0.4655962	0.8693887	0.8644303	0.3659764	0.0618064	0.6784824	0.9281985	0.8890111	0.1791500	0.2844379	0.9031252	0.4529549
0.9670965	0.6663120	0.3849612	0.8725868	0.6347867	0.4771953	0.0386469	0.7508819	0.8344462	1.0875377	0.2535851	0.2837035	0.7123077	0.5065314
0.7821813	0.5561625	0.3361024	0.8588946	0.9211379	0.3479235	0.0766070	0.6966944	0.9475857	1.0410943	0.2670800	0.2839796	0.8651439	0.7576542
0.5005734	0.3614070	0.7836309	1.0366577	0.4861699	0.5482885	0.4410597	0.4708070	0.7201896	0.4585600	0.3930849	0.1147171	0.8286334	0.6870279
0.5230494	0.2741653	0.8289136	0.8513554	0.2956465	0.6044320	0.5474912	0.5239807	0.7562905	0.5545128	0.4312261	0.1470684	1.0915191	0.6494361
0.6078115	0.4008179	0.7696640	1.0578077	0.3808587	0.5962696	0.3544656	0.5338378	0.7076534	0.3779258	0.3886167	0.1744223	1.0374151	0.7247938
0.6164813	0.3041807	0.9066716	0.9779310	0.2254517	0.4478246	0.5693312	0.5481563	0.7817554	0.5092881	0.3894644	0.1466568	1.0574178	0.9234869
0.5616817	0.4694119	0.0513062	1.0141780	0.4989784	0.5528404	0.4606851	0.4959943	0.7158604	0.5643002	0.3919032	0.0147662	0.9433746	0.7794795
0.7726083	0.3891671	0.0862106	1.0565295	0.3796218	0.7070864	0.1516564	0.6048801	0.7632212	0.5785927	0.3391033	0.0032117	0.9155218	0.6979440
0.5696291	0.4509838	0.4778086	0.7219868	0.3339209	0.5034611	0.1347085	0.2411091	0.8928192	0.4494321	0.2146136	0.0020736	0.7498035	0.7555391
0.6050355	0.3532693	0.5106303	0.8272927	0.4899504	0.6192000	0.1080508	0.3398127	0.8441076	0.5450618	0.1329287	0.0019436	1.1772570	0.7204267
0.5775345	0.4183722	0.5261221	0.6957032	0.2878094	0.7206797	0.1210460	0.2980064	0.8862450	0.4871637	0.1676952	0.0001248	0.8995540	0.8367936
0.5082320	0.3781176	0.6069726	0.9489613	0.2863302	0.6400120	0.1218266	0.2284725	1.0099940	0.4470814	0.1030856	0.0138194	1.0200584	0.8044272
0.6223644	0.4326683	0.4196511	0.9857238	0.3475424	0.7115343	0.2001738	0.2561135	1.0094063	0.5449427	0.1509574	0.0003867	1.0239441	0.8397508
0.7309922	0.5236933	0.5266995	0.9144264	0.3938161	0.7241345	0.2739032	0.2922562	1.0407215	0.5054675	0.2065023	0.0035782	0.9156070	0.6986072
0.6095084	0.6357082	0.4005373	0.9407735	0.7655717	0.5808895	0.2113168	0.7783073	0.6255337	0.2813090	0.3537134	0.0807069	0.9143965	0.7546145
0.5585246	0.6632106	0.3278348	0.8712997	0.7551289	0.5481052	0.2150327	0.8142228	0.8215561	0.2478895	0.2909161	0.0951206	0.9283007	0.9205494
0.9008255	0.8126226	0.4533978	0.7077808	0.7429817	0.2849274	0.3757149	0.2276786	0.5945066	0.7781467	0.6134849	0.0369006	0.6820588	0.4014674
0.9745970	0.6707720	0.5138089	0.7618734	0.7252749	0.2150658	0.4265163	0.1890379	0.4456913	0.8679002	0.5624299	0.0182700	0.6865568	0.3655949
1.0403273	0.9168521	0.5585783	0.6840006	0.7347616	0.2017735	0.2835626	0.2250420	0.3076303	0.7871145	0.5611240	0.0520420	0.6138694	0.2676241
0.9635945	0.8859391	0.4639691	0.9145840	0.7600382	0.2263297	0.2543975	0.1745114	0.5036493	0.8116331	0.6800190	0.0375180	0.5899205	0.4484018
0.7195955	0.5152327	0.1884958	0.7411220	0.3705029	0.6683918	0.3282993	0.0548268	0.8515022	0.6879661	0.2190834	0.0080396	1.0647958	0.6558946
0.8133809	0.4447765	0.1472541	0.8630854	0.6250574	0.5948517	0.4491235	0.0443149	0.8962358	0.6841768	0.3324121	0.0106639	1.0756106	0.6734822
0.8414856	0.4730169	0.1735124	0.8068881	0.3520754	0.5033886	0.3673952	0.0404111	0.9174321	0.6877164	0.3008288	0.0026756	1.0450543	0.5865385
0.6001051	0.4439471	0.1199211	1.0366500	0.3959666	0.6551054	0.7777985	0.0724154	0.8972015	0.8209734	0.3521098	0.0036348	0.9268078	0.6391810
0.6783471	0.4406460	0.1444209	1.0681572	0.5341403	0.5369479	0.5416986	0.0269147	0.9271714	0.8003018	0.3347484	0.0214046	1.0717643	0.8565394
0.7638625	0.5043263	0.1671214	0.7167408	0.3409283	0.6237812	0.6533711	0.0352662	0.7152475	0.6676733	0.3151435	0.0155161	1.0510094	0.6388246
0.4636961	0.3277164	0.4963105	0.7250435	0.3622101	0.5781279	1.0222567	0.8244120	0.8031990	0.4880479	0.2312432	0.1578842	0.7748896	0.8027625
0.7096295	0.2998658	0.8124118	0.7191500	0.1595993	0.5554931	0.9843883	0.6118094	0.6937793	0.5586249	0.3103793	0.1929368	1.0846282	0.8763386
0.6888844	0.3129730	0.5050966	0.9457280	0.2817364	0.7198709	1.0322445	0.7890796	0.7957012	0.4764755	0.2629686	0.1794464	1.1256578	0.6788351
0.6504841	0.3505364	0.4774603	0.8198836	0.2467879	0.5630542	0.8606006	0.6489188	0.7023754	0.5082636	0.2162004	0.1872641	0.8525289	0.7629175
0.5971169	0.3298833	0.5337710	0.6593061	0.3118110	0.5153863	0.8783894	0.5910730	0.7550773	0.4479917	0.3346878	0.1335792	0.9461019	0.8226787
0.8113936	0.4162306	0.6515805	0.7926207	0.2350340	0.6403273	1.1604386	0.6750848	0.7871465	0.3548869	0.1871195	0.1934130	0.9050834	0.6387235
0.7493350	0.3651456	0.9370372	0.8087602	0.6255982	0.4222661	0.8216783	0.2893724	0.6778135	0.8175030	0.3749844	0.1368198	0.7973290	0.6210333
0.8396445	0.5317743	0.6328633	0.8774829	0.6859705	0.4114193	0.6788608	0.4334692	0.6865187	0.7407211	0.5317790	0.1268241	0.8206149	0.5384375
0.7395502	0.4631453	0.5852464	0.7936281	0.5114361	0.5222785	0.8093453	0.4218866	0.7130257	0.7473685	0.3702841	0.1403464	0.8189240	0.5288619
0.8923165	0.4744739	0.8065688	0.6642779	0.7125683	0.5808587	0.7903163	0.5011117	0.6599127	0.8943653	0.4462893	0.1138605	0.6734334	0.4085968
0.8032799	0.3664860	0.6952935	0.7654055	0.6032249	0.5108425	0.8194684	0.4418889	0.7232947	0.8846152	0.3686971	0.1094361	0.8884630	0.6437607
0.8706812	0.5939744	0.7859558	0.7237192	0.6459948	0.5169041	0.8397400	0.4771916	0.8050506	0.7631471	0.4453195	0.1705592	0.8963353	0.5429622
0.7939382	0.4479326	0.8588858	0.7706402	0.5843198	0.4632092	0.8347012	0.5403443	0.7813473	0.6431832	0.4237039	0.1752317	0.7347843	0.5128841
0.7653192	0.6883342	0.8251294	0.9143078	0.3360456	0.5829369	0.5210971	0.2900282	0.8188488	0.3656165	0.2303575	0.0095324	1.0605094	0.9426334
0.6104852	0.8337279	0.7965588	1.0059514	0.3024969	0.5963723	0.4950062	0.2840245	0.8554632	0.5048246	0.2101070	0.0241045	1.0843915	0.9177399
0.7616669	0.6603186	0.7030832	0.8398125	0.3392944	0.6936076	0.3658340	0.3186178	0.8000829	0.4249075	0.2523308	0.0052752	1.0117515	0.8812817
0.6884249	0.7681906	0.7737477	0.8701231	0.2538273	0.5497629	0.4870509	0.2781343	0.9035619	0.3505717	0.2257530	0.0121029	1.0108191	0.8024859
0.9759702	0.6911530	0.7470053	0.9554880	0.2418020	0.4215704	0.4189112	0.3122149	0.9237152	0.3724097	0.2654179	0.0008989	1.1249696	0.9572878
0.9348198	0.7668559	0.7337166	0.9814042	0.3182462	0.5438205	0.5013048	0.3403651	0.9968278	0.3154390	0.2542297	0.0087453	0.8887574	0.9677558
0.6117182	0.3621368	0.3139885	0.7322686	0.6271494	0.7511740	0.6845546	0.3186617	0.7984534	0.5611938	0.3449244	0.0716518	0.4755783	0.6643241
0.4955929	0.3662863	0.2680572	0.7616552	0.4695151	0.7702632	0.7791618	0.2365345	0.7699851	0.5895285	0.3095023	0.0432147	0.6263431	0.6758609
0.6036021	0.4021454	0.2814436	0.9388791	0.5678010	0.7779775	0.7871987	0.2436414	0.8085483	0.5787731	0.3110986	0.0724934	0.5613006	0.5382739
0.6630980	0.4192083	0.2394501	0.6574283	0.7316877	0.7252904	0.5182713	0.1778946	0.6922717	0.5700962	0.2998190	0.0398817	0.4402730	0.6024624
0.4117191	0.4527868	0.3432347	0.8603408	0.6195987	0.9957864	0.8017663	0.2717178	0.6982342	0.5909695	0.2420574	0.0457614	0.6660620	0.6672628
